timestamp,item,price,count,type,itemName
2016-04-28 01:00:35.483321, Set/Loki Prime Set,150, 1, Set,Loki Prime Set
2016-04-28 01:00:55.193699, Set/Orthos Prime Set,30, 1, Set,Orthos Prime Set
2016-04-28 01:00:59.002407, Set/Paris Prime Set,25, 1, Set,Paris Prime Set
2016-04-28 01:01:06.794265, Set/Rhino Prime Set,450, 1, Set,Rhino Prime Set
2016-04-28 01:01:17.574148, Set/Soma Prime Set,65, 1, Set,Soma Prime Set
2016-04-28 01:01:21.198477, Set/Trinity Prime Set,180, 1, Set,Trinity Prime Set
2016-04-28 01:01:24.874345, Set/Vasto Prime Set,18, 1, Set,Vasto Prime Set
2016-04-28 01:01:31.919668, Set/Volt Prime Set,120, 1, Set,Volt Prime Set
2016-04-28 01:01:31.922305, Set/Volt Prime Set,100, 1, Set,Volt Prime Set
2016-04-28 01:01:31.932671, Set/Volt Prime Set,180, 1, Set,Volt Prime Set
2016-04-28 01:02:06.549132, Set/Nezha Set,150, 1, Set,Nezha Set
2016-04-28 01:08:12.952717, Mod/Body Count/0,15, 2, Mod,Body Count
2016-04-28 01:08:39.895849, Mod/Bladed Rounds/0,55, 2, Mod,Bladed Rounds
2016-04-28 01:08:39.904051, Mod/Bladed Rounds/0,65, 3, Mod,Bladed Rounds
2016-04-28 01:10:24.608149, Blueprint/Nikana Prime Blade,59, 1, Blueprint,Nikana Prime Blade
2016-04-28 01:10:31.817103, Blueprint/Nikana Prime Set,180, 1, Blueprint,Nikana Prime Set
2016-04-28 01:10:35.400542, Blueprint/Spira Prime Blueprint,15, 1, Blueprint,Spira Prime Blueprint
2016-04-28 01:10:40.075633, Blueprint/Spira Prime Blade,45, 1, Blueprint,Spira Prime Blade
2016-04-28 01:12:10.946364, Mod/Energy Conversion/0,68, 1, Mod,Energy Conversion
2016-04-28 01:12:24.984862, Blueprint/Snipetron Vandal Barrel,50, 1, Blueprint,Snipetron Vandal Barrel
2016-04-28 01:12:57.546085, Blueprint/Mantis Fuselage,30, 1, Blueprint,Mantis Fuselage
2016-04-28 01:13:04.600435, Blueprint/Mantis Avionics,19, 1, Blueprint,Mantis Avionics
2016-04-28 01:13:04.603008, Blueprint/Mantis Avionics,15, 1, Blueprint,Mantis Avionics
2016-04-28 01:13:08.118367, Blueprint/Scimitar Fuselage,15, 1, Blueprint,Scimitar Fuselage
2016-04-28 01:13:18.753931, Void Trader/Primed Flow,475, 1, Void Trader,Primed Flow
2016-04-28 01:13:18.832487, Arcane Enhancements/Arcane Trickery,79, 1, Arcane Enhancements,Arcane Trickery
2016-04-28 01:13:19.329189, Syndicate/Synoid Simulor,1, 30, Syndicate,Synoid Simulor
2016-04-28 01:13:21.933357, Blueprint/Scimitar Engines,80, 1, Blueprint,Scimitar Engines
2016-04-28 01:13:23.806978, Blueprint/Ash Prime Blueprint,106, 1, Blueprint,Ash Prime Blueprint
2016-04-28 01:13:25.639402, Blueprint/Ash Prime Blueprint,250, 1, Blueprint,Ash Prime Blueprint
2016-04-28 01:13:26.186713, Mod/Narrow Minded/10,370, 2, Mod,Narrow Minded
2016-04-28 01:13:27.568757, Mod/Voltaic Strike/0,28, 17, Mod,Voltaic Strike
2016-04-28 01:13:45.187525, Blueprint/Ankyros Prime Blueprint,10, 1, Blueprint,Ankyros Prime Blueprint
2016-04-28 01:13:49.273083, Blueprint/Ankyros Prime Gauntlet,10, 1, Blueprint,Ankyros Prime Gauntlet
2016-04-28 01:15:27.992802, Blueprint/Fang Prime Blade,1, 1, Blueprint,Fang Prime Blade
2016-04-28 01:16:29.570956, Blueprint/Orthos Prime Blade,3, 1, Blueprint,Orthos Prime Blade
2016-04-28 01:16:33.275866, Blueprint/Orthos Prime Blueprint,8, 1, Blueprint,Orthos Prime Blueprint
2016-04-28 01:17:13.140985, Blueprint/Scindo Prime Blade,10, 1, Blueprint,Scindo Prime Blade
2016-04-28 01:17:20.409620, Blueprint/Scindo Prime Handle,6, 2, Blueprint,Scindo Prime Handle
2016-04-28 01:17:54.860175, Blueprint/Vasto Prime Blueprint,9, 1, Blueprint,Vasto Prime Blueprint
2016-04-28 01:18:10.099949, Blueprint/Nova Prime Systems,70, 1, Blueprint,Nova Prime Systems
2016-04-28 01:18:14.126380, Blueprint/Nova Prime Blueprint,4, 7, Blueprint,Nova Prime Blueprint
2016-04-28 01:18:53.452580, Blueprint/Loki Prime Chassis,20, 3, Blueprint,Loki Prime Chassis
2016-04-28 01:19:05.278677, Blueprint/Rhino Prime Chassis,30, 1, Blueprint,Rhino Prime Chassis
2016-04-28 01:19:12.812058, Blueprint/Ember Prime Systems,199, 1, Blueprint,Ember Prime Systems
2016-04-28 01:19:20.347423, Blueprint/Loki Prime Blueprint,9, 1, Blueprint,Loki Prime Blueprint
2016-04-28 01:19:32.246436, Blueprint/Rhino Prime Systems,10, 1, Blueprint,Rhino Prime Systems
2016-04-28 01:19:40.595433, Blueprint/Ember Prime Blueprint,800, 1, Blueprint,Ember Prime Blueprint
2016-04-28 01:20:29.413491, Mod/Fleeting Expertise/0,40, 1, Mod,Fleeting Expertise
2016-04-28 01:20:36.747678, Mod/Narrow Minded/0,25, 1, Mod,Narrow Minded
2016-04-28 01:20:36.749745, Mod/Narrow Minded/0,23, 1, Mod,Narrow Minded
2016-04-28 01:20:47.845274, Mod/Rage/0,18, 1, Mod,Rage
2016-04-28 01:21:26.469842, Mod/Jolt/0,45, 1, Mod,Jolt
2016-04-28 01:22:22.005022, Mod/Transient Fortitude/0,30, 1, Mod,Transient Fortitude
2016-04-28 01:22:54.882812, Mod/Rending Crane,20, 1, Mod,Rending Crane
2016-04-28 01:23:37.549925, Mod/Blind Rage/0,20, 1, Mod,Blind Rage
2016-04-28 01:24:15.020196, Mod/Overextended/0,24, 1, Mod,Overextended
2016-04-28 01:24:15.023249, Mod/Overextended/0,20, 2, Mod,Overextended
2016-04-28 01:24:15.026132, Mod/Overextended/5,100, 1, Mod,Overextended
2016-04-28 01:24:18.759384, Mod/Sanctuary/0,4, 2, Mod,Sanctuary
2016-04-28 01:24:51.869590, Mod/Redirection/10,140, 1, Mod,Redirection
2016-04-28 01:25:05.777202, Mod/Hall of Malevolence/0,10, 1, Mod,Hall of Malevolence
2016-04-28 01:25:16.636204, Mod/Firestorm/0,7, 1, Mod,Firestorm
2016-04-28 01:25:24.046038, Mod/Berserker/0,10, 1, Mod,Berserker
2016-04-28 01:25:24.049178, Mod/Berserker/0,9, 5, Mod,Berserker
2016-04-28 01:25:27.664150, Mod/Handspring/0,8, 1, Mod,Handspring
2016-04-28 01:27:35.238330, Mod/Lethal Torrent/0,4, 5, Mod,Lethal Torrent
2016-04-28 01:27:39.701127, Mod/Barrel Diffusion/0,8, 1, Mod,Barrel Diffusion
2016-04-28 01:27:43.939295, Mod/Steel Charge/0,10, 1, Mod,Steel Charge
2016-04-28 01:27:47.688169, Mod/Wildfire/0,4, 1, Mod,Wildfire
2016-04-28 01:27:51.308766, Mod/Morphic Transformer/0,8, 4, Mod,Morphic Transformer
2016-04-28 01:28:16.423499, Mod/Energy Siphon/0,14, 1, Mod,Energy Siphon
2016-04-28 01:28:27.145065, Mod/Stunning Speed/0,4, 1, Mod,Stunning Speed
2016-04-28 01:28:56.506228, Mod/Scattering Inferno/0,10, 2, Mod,Scattering Inferno
2016-04-28 01:29:44.382550, Mod/Burdened Magazine/0,4, 1, Mod,Burdened Magazine
2016-04-28 01:30:29.381336, Mod/Heavy Caliber/0,30, 1, Mod,Heavy Caliber
2016-04-28 01:32:22.460170, Mod/Fanged Fusillade/0,130, 1, Mod,Fanged Fusillade
2016-04-28 01:32:44.859937, Mod/Rime Rounds/0,10, 4, Mod,Rime Rounds
2016-04-28 01:33:24.195853, Mod/Bleeding Willow,3, 1, Mod,Bleeding Willow
2016-04-28 01:33:54.317064, Mod/Vital Sense/0,4, 1, Mod,Vital Sense
2016-04-28 01:35:18.964778, Mod/Gnashing Payara,3, 2, Mod,Gnashing Payara
2016-04-28 01:36:32.723555, Mod/Ravage/0,3, 1, Mod,Ravage
2016-04-28 01:36:36.244210, Mod/Equilibrium/0,9, 1, Mod,Equilibrium
2016-04-28 01:37:00.194601, Mod/Constitution/0,8, 1, Mod,Constitution
2016-04-28 01:37:28.669565, Mod/Natural Talent/0,7, 1, Mod,Natural Talent
2016-04-28 01:37:28.671851, Mod/Natural Talent/0,8, 1, Mod,Natural Talent
2016-04-28 01:37:52.384840, Mod/Spoiled Strike/0,5, 1, Mod,Spoiled Strike
2016-04-28 01:38:17.532796, Mod/Accelerated Blast/0,3, 1, Mod,Accelerated Blast
2016-04-28 01:38:21.700497, Mod/Split Chamber/0,4, 2, Mod,Split Chamber
2016-04-28 01:38:48.427005, Mod/Buzz Kill/0,150, 1, Mod,Buzz Kill
2016-04-28 01:39:53.584733, Mod/Life Strike/0,10, 1, Mod,Life Strike
2016-04-28 01:40:15.034550, Mod/Stabilizer/0,4, 1, Mod,Stabilizer
2016-04-28 01:40:49.117632, Mod/Ice Storm/0,4, 1, Mod,Ice Storm
2016-04-28 01:41:45.605762, Syndicate/Vaykor Marelok,30, 3, Syndicate,Vaykor Marelok
2016-04-28 01:44:03.732369, Arcane Helmet/Aurora Frost Helmet,199, 1, Arcane Helmet,Aurora Frost Helmet
2016-04-28 01:45:36.240119, Void Trader/Primed Ravage,300, 1, Void Trader,Primed Ravage
2016-04-28 01:45:45.140804, Void Trader/Primed Flow,300, 1, Void Trader,Primed Flow
2016-04-28 01:46:03.224818, Void Trader/Prisma Gorgon,150, 1, Void Trader,Prisma Gorgon
2016-04-28 01:46:06.814694, Mod/Astral Twilight,100, 1, Mod,Astral Twilight
2016-04-28 01:46:14.239605, Mod/High Noon,30, 1, Mod,High Noon
2016-04-28 01:46:21.542779, Blueprint/Wyrm Prime Cerebrum,9, 1, Blueprint,Wyrm Prime Cerebrum
2016-04-28 01:46:28.848712, Blueprint/Wyrm Prime Systems,8, 1, Blueprint,Wyrm Prime Systems
2016-04-28 01:46:32.322086, Misc/Mutalist Alad V Assassinate,10, 1, Misc,Mutalist Alad V Assassinate
2016-04-28 01:48:28.832225, Arcane Enhancements/Arcane Avenger,250, 9, Arcane Enhancements,Arcane Avenger
2016-04-28 01:49:17.120429, Blueprint/Volt Prime Chassis,45, 1, Blueprint,Volt Prime Chassis
2016-04-28 01:50:14.735565, Mod/Chilling Globe/0,10, 1, Mod,Chilling Globe
2016-04-28 01:50:21.999800, Blueprint/Odonata Prime Blueprint,7, 2, Blueprint,Odonata Prime Blueprint
2016-04-28 01:50:33.215154, Blueprint/Odonata Prime Systems,4, 5, Blueprint,Odonata Prime Systems
2016-04-28 01:51:37.341804, Mod/Breach Loader/0,150, 1, Mod,Breach Loader
2016-04-28 01:52:06.197585, Mod/Auger Strike/0,110, 1, Mod,Auger Strike
2016-04-28 01:52:20.994021, Blueprint/Ash Prime Chassis,5, 1, Blueprint,Ash Prime Chassis
2016-04-28 01:52:28.489587, Blueprint/Ash Prime Helmet,10, 1, Blueprint,Ash Prime Helmet
2016-04-28 01:52:52.811300, Blueprint/Vectis Prime Blueprint,19, 1, Blueprint,Vectis Prime Blueprint
2016-04-28 01:52:56.378937, Blueprint/Vectis Prime Receiver,70, 1, Blueprint,Vectis Prime Receiver
2016-04-28 01:53:32.589345, Arcane Enhancements/Arcane Grace,180, 1, Arcane Enhancements,Arcane Grace
2016-04-28 01:53:32.589604, Arcane Enhancements/Arcane Grace,200, 1, Arcane Enhancements,Arcane Grace
2016-04-28 01:54:30.385022, Mod/Adhesive Blast,3, 1, Mod,Adhesive Blast
2016-04-28 01:54:37.577792, Mod/Concealed Explosives,19, 2, Mod,Concealed Explosives
2016-04-28 01:54:43.032651, Mod/Combustion Beam,3, 1, Mod,Combustion Beam
2016-04-28 01:54:50.303705, Void Trader/Prisma Skana,70, 1, Void Trader,Prisma Skana
2016-04-28 01:55:15.271666, Blueprint/Trinity Prime Blueprint,25, 2, Blueprint,Trinity Prime Blueprint
2016-04-28 01:57:25.501088, Mod/Primed Target Cracker/0,250, 1, Mod,Primed Target Cracker
2016-04-28 01:57:32.450030, Arcane Enhancements/Arcane Fury,280, 1, Arcane Enhancements,Arcane Fury
2016-04-28 01:57:55.150034, Arcane Enhancements/Arcane Arachne,20, 2, Arcane Enhancements,Arcane Arachne
2016-04-28 01:58:02.095338, Arcane Enhancements/Arcane Energize,200, 1, Arcane Enhancements,Arcane Energize
2016-04-28 01:59:00.423905, Focus Lens/Zenurik Lens,25, 1, Focus Lens,Zenurik Lens
2016-04-28 01:59:45.036732, Set/Ash Prime Set,210, 1, Set,Ash Prime Set
2016-04-28 02:00:33.359728, Set/Frost Prime Set,800, 1, Set,Frost Prime Set
2016-04-28 02:01:00.601019, Set/Loki Prime Set,150, 1, Set,Loki Prime Set
2016-04-28 02:01:00.622173, Set/Loki Prime Set,140, 2, Set,Loki Prime Set
2016-04-28 02:01:15.106326, Set/Odonata Prime Set,50, 1, Set,Odonata Prime Set
2016-04-28 02:01:22.918522, Set/Paris Prime Set,25, 1, Set,Paris Prime Set
2016-04-28 02:01:30.604845, Set/Rhino Prime Set,300, 1, Set,Rhino Prime Set
2016-04-28 02:01:45.970863, Set/Trinity Prime Set,220, 2, Set,Trinity Prime Set
2016-04-28 02:01:49.935103, Set/Vasto Prime Set,18, 1, Set,Vasto Prime Set
2016-04-28 02:08:34.244712, Mod/Blood Rush/0,20, 1, Mod,Blood Rush
2016-04-28 02:10:33.790990, Blueprint/Saryn Prime Systems,5, 3, Blueprint,Saryn Prime Systems
2016-04-28 02:10:45.588957, Blueprint/Nikana Prime Blueprint,30, 1, Blueprint,Nikana Prime Blueprint
2016-04-28 02:10:49.225591, Blueprint/Nikana Prime Blade,50, 1, Blueprint,Nikana Prime Blade
2016-04-28 02:10:52.857144, Blueprint/Nikana Prime Hilt,55, 1, Blueprint,Nikana Prime Hilt
2016-04-28 02:10:56.391941, Blueprint/Nikana Prime Set,175, 1, Blueprint,Nikana Prime Set
2016-04-28 02:10:59.956577, Blueprint/Spira Prime Blueprint,25, 1, Blueprint,Spira Prime Blueprint
2016-04-28 02:11:03.466261, Blueprint/Spira Prime Blade,50, 1, Blueprint,Spira Prime Blade
2016-04-28 02:12:41.946334, Blueprint/War Hilt,50, 1, Blueprint,War Hilt
2016-04-28 02:12:48.832973, Blueprint/Snipetron Vandal Barrel,60, 1, Blueprint,Snipetron Vandal Barrel
2016-04-28 02:12:55.826060, Blueprint/Snipetron Vandal Receiver,50, 1, Blueprint,Snipetron Vandal Receiver
2016-04-28 02:13:27.198791, Blueprint/Mantis Avionics,19, 1, Blueprint,Mantis Avionics
2016-04-28 02:13:30.699275, Blueprint/Scimitar Fuselage,30, 1, Blueprint,Scimitar Fuselage
2016-04-28 02:13:40.790844, Mod/Jolt/0,54, 1, Mod,Jolt
2016-04-28 02:13:41.022778, Blueprint/Ash Prime Blueprint,105, 1, Blueprint,Ash Prime Blueprint
2016-04-28 02:13:41.240216, Mod/Energy Siphon/5,19, 1, Mod,Energy Siphon
2016-04-28 02:13:41.719910, Blueprint/Spira Prime Blueprint,18, 1, Blueprint,Spira Prime Blueprint
2016-04-28 02:13:45.602692, Mod/Buzz Kill/0,165, 1, Mod,Buzz Kill
2016-04-28 02:13:45.790294, Blueprint/Scimitar Fuselage,17, 1, Blueprint,Scimitar Fuselage
2016-04-28 02:13:47.223773, Mod/Narrow Minded/0,100, 1, Mod,Narrow Minded
2016-04-28 02:13:48.100186, Blueprint/Volt Prime Systems,36, 1, Blueprint,Volt Prime Systems
2016-04-28 02:13:48.842333, Blueprint/Nikana Prime Set,173, 1, Blueprint,Nikana Prime Set
2016-04-28 02:15:23.610618, Blueprint/Burston Prime Blueprint,5, 1, Blueprint,Burston Prime Blueprint
2016-04-28 02:15:31.409203, Blueprint/Burston Prime Stock,2, 5, Blueprint,Burston Prime Stock
2016-04-28 02:16:13.721238, Blueprint/Hikou Prime Pouch,5, 1, Blueprint,Hikou Prime Pouch
2016-04-28 02:16:17.377316, Blueprint/Hikou Prime Stars,10, 2, Blueprint,Hikou Prime Stars
2016-04-28 02:16:44.874942, Blueprint/Lex Prime Reciever,10, 1, Blueprint,Lex Prime Reciever
2016-04-28 02:16:48.739229, Blueprint/Orthos Prime Blade,3, 1, Blueprint,Orthos Prime Blade
2016-04-28 02:16:52.532529, Blueprint/Orthos Prime Blueprint,7, 1, Blueprint,Orthos Prime Blueprint
2016-04-28 02:17:04.605713, Blueprint/Paris Prime  Lower Limb,2, 1, Blueprint,Paris Prime  Lower Limb
2016-04-28 02:17:12.151623, Blueprint/Paris Prime String,2, 1, Blueprint,Paris Prime String
2016-04-28 02:17:15.687869, Blueprint/Paris Prime Upper Limb,11, 1, Blueprint,Paris Prime Upper Limb
2016-04-28 02:17:52.636597, Blueprint/Soma Prime Barrel,4, 1, Blueprint,Soma Prime Barrel
2016-04-28 02:18:11.586731, Blueprint/Vasto Prime Blueprint,10, 1, Blueprint,Vasto Prime Blueprint
2016-04-28 02:18:50.343893, Blueprint/Loki Prime Helmet,10, 1, Blueprint,Loki Prime Helmet
2016-04-28 02:18:50.354399, Blueprint/Loki Prime Helmet,4, 1, Blueprint,Loki Prime Helmet
2016-04-28 02:18:57.935845, Blueprint/Nyx Prime Blueprint,10, 1, Blueprint,Nyx Prime Blueprint
2016-04-28 02:19:01.560744, Blueprint/Nyx Prime Chassis,20, 1, Blueprint,Nyx Prime Chassis
2016-04-28 02:19:35.595634, Blueprint/Loki Prime Blueprint,10, 1, Blueprint,Loki Prime Blueprint
2016-04-28 02:19:43.944396, Blueprint/Ember Prime Chassis,20, 1, Blueprint,Ember Prime Chassis
2016-04-28 02:19:48.316404, Blueprint/Rhino Prime Systems,5, 4, Blueprint,Rhino Prime Systems
2016-04-28 02:19:59.565441, Blueprint/Mag Prime Blueprint,100, 1, Blueprint,Mag Prime Blueprint
2016-04-28 02:20:07.420691, Mod/Hammer Shot/0,20, 1, Mod,Hammer Shot
2016-04-28 02:20:29.575194, Mod/Shred/0,5, 1, Mod,Shred
2016-04-28 02:20:44.927853, Mod/Fleeting Expertise/0,30, 1, Mod,Fleeting Expertise
2016-04-28 02:20:52.124598, Mod/Narrow Minded/0,25, 1, Mod,Narrow Minded
2016-04-28 02:20:52.125869, Mod/Narrow Minded/0,20, 1, Mod,Narrow Minded
2016-04-28 02:20:52.128006, Mod/Narrow Minded/8,200, 1, Mod,Narrow Minded
2016-04-28 02:24:06.037344, Mod/Corrosive Projection/0,20, 2, Mod,Corrosive Projection
2016-04-28 10:07:38.548661, Blueprint/Akbronco Prime Blueprint,1, 1, Blueprint,Akbronco Prime Blueprint
2016-04-28 10:07:53.866751, Blueprint/Bo Prime Blueprint,2, 3, Blueprint,Bo Prime Blueprint
2016-04-28 10:08:07.688926, Blueprint/Boar Prime Receiver,10, 2, Blueprint,Boar Prime Receiver
2016-04-28 10:08:10.229831, Blueprint/Boar Prime Stock,12, 3, Blueprint,Boar Prime Stock
2016-04-28 10:08:56.329270, Blueprint/Burston Prime Stock,2, 1, Blueprint,Burston Prime Stock
2016-04-28 10:10:02.202326, Blueprint/Paris Prime  Lower Limb,1, 1, Blueprint,Paris Prime  Lower Limb
2016-04-28 10:10:07.637406, Blueprint/Paris Prime String,1, 1, Blueprint,Paris Prime String
2016-04-28 10:11:25.337812, Blueprint/Nyx Prime Helmet,13, 1, Blueprint,Nyx Prime Helmet
2016-04-28 10:11:50.723517, Blueprint/Ember Prime Systems,200, 1, Blueprint,Ember Prime Systems
2016-04-28 10:12:09.242899, Blueprint/Ember Prime Blueprint,700, 1, Blueprint,Ember Prime Blueprint
2016-04-28 10:12:57.549853, Mod/Rage/0,20, 1, Mod,Rage
2016-04-28 10:15:01.334768, Mod/Blind Rage/0,29, 1, Mod,Blind Rage
2016-04-28 10:15:27.638753, Mod/Overextended/0,29, 1, Mod,Overextended
2016-04-28 10:16:21.984939, Mod/Berserker/0,8, 1, Mod,Berserker
2016-04-28 10:18:18.150161, Mod/Maul/0,8, 1, Mod,Maul
2016-04-28 10:21:47.734304, Mod/Rime Rounds/0,10, 1, Mod,Rime Rounds
2016-04-28 10:22:12.611047, Mod/Link Armor/0,10, 1, Mod,Link Armor
2016-04-28 10:22:20.674803, Mod/Pointed Wind,9, 1, Mod,Pointed Wind
2016-04-28 10:25:12.609655, Mod/Blaze/0,6, 1, Mod,Blaze
2016-04-28 10:26:53.832301, Mod/Life Strike/0,10, 3, Mod,Life Strike
2016-04-28 10:26:59.009057, Mod/Venomous Clip/0,10, 1, Mod,Venomous Clip
2016-04-28 10:28:15.858717, Syndicate/Telos Akbolto,25, 1, Syndicate,Telos Akbolto
2016-04-28 10:31:08.711392, Void Trader/Primed Point Blank,900, 1, Void Trader,Primed Point Blank
2016-04-28 10:31:32.252682, Blueprint/Wyrm Prime Cerebrum,5, 1, Blueprint,Wyrm Prime Cerebrum
2016-04-28 10:31:34.787565, Blueprint/Wyrm Prime Carapace,15, 1, Blueprint,Wyrm Prime Carapace
2016-04-28 10:31:34.788892, Blueprint/Wyrm Prime Carapace,10, 1, Blueprint,Wyrm Prime Carapace
2016-04-28 10:31:37.323926, Blueprint/Wyrm Prime Systems,7, 1, Blueprint,Wyrm Prime Systems
2016-04-28 10:32:26.699646, Mod/Irradiating Disarm/0,100, 40, Mod,Irradiating Disarm
2016-04-28 10:33:36.050436, Blueprint/Volt Prime Helmet,5, 1, Blueprint,Volt Prime Helmet
2016-04-28 10:33:36.050903, Blueprint/Volt Prime Helmet,4, 1, Blueprint,Volt Prime Helmet
2016-04-28 10:33:38.576627, Blueprint/Volt Prime Chassis,40, 1, Blueprint,Volt Prime Chassis
2016-04-28 10:33:43.803238, Blueprint/Volt Prime Blueprint,5, 1, Blueprint,Volt Prime Blueprint
2016-04-28 10:35:40.188415, Mod/Shelter/0,8, 1, Mod,Shelter
2016-04-28 10:35:52.111085, Blueprint/Ash Prime Blueprint,120, 2, Blueprint,Ash Prime Blueprint
2016-04-28 10:35:57.494437, Blueprint/Ash Prime Systems,40, 1, Blueprint,Ash Prime Systems
2016-04-28 10:36:00.128209, Blueprint/Ash Prime Helmet,10, 1, Blueprint,Ash Prime Helmet
2016-04-28 10:36:10.534209, Blueprint/Carrier Prime Systems,4, 1, Blueprint,Carrier Prime Systems
2016-04-28 10:36:15.690765, Blueprint/Vectis Prime Blueprint,20, 1, Blueprint,Vectis Prime Blueprint
