School ID,School Metro Type
002bab4b5d9be699318121598accf5f4,unknown
002c068c1ef47a94c8851bbd861f4f30,suburban
002c81f42d84005437b0d506a4664545,suburban
002ca9cbbf73a76ac54a13e7414bd80e,suburban
002cdb22456c66001bfcb47df43b7d6d,suburban
002e10e9e0a181bc1977501c4da826a2,urban
0030b992772148dd4bdd8a6a2a9c6f35,urban
003147d70210bc5950db6baedeb8004c,suburban
00338491afb8901ec167a56d2f2d66ac,urban
0033b6a8fb9640a801121a6b7b69b318,urban
0033d2cd1298d4a22c99d6ac2cace11b,rural
0033d3e34f8e6d753f897dc9e2e623a4,urban
00340a547d7fdfeca3052e846494c4f6,suburban
00347d3ba099b99688dfe02e9b29f430,suburban
0035a3b0a20ad9485fd323a93b5d8a2c,suburban
003603fd3bcae1d9eb749fb327a9278b,rural
0036d02eed0f149696c362bc1bd6e156,rural
00388014c7c82426b091a73f77f04485,suburban
003994cc1cc1061b173d6fa566378f07,suburban
0039a85be3f6b92b222432af91ccbaf3,urban
0039e353f9179a87e9c8fa6dc3060d60,urban
003aaf85ecad07e1fa9415b184c32f0f,urban
003ac6a3b9b9e11ccb314b994c2a8ab4,urban
003b801208f001e2da6af0b7a9728f24,urban
003cf9c97245f7b95171b2fc4dc8a9a4,urban
003dab45aba67d04fca19b7763df4d9f,suburban
003f927758df69a024ea4822979f7364,urban
004033c849c6b24838d414655c8a7d1a,urban
004202d8f6f2c814c9226cb02701f513,suburban
0042db4e9b5f32d74393fcca2563ea89,suburban
004324b98cd2fe85f5f123f27e64ad6f,town
00433592e49fdbaba5d174bfb213d639,urban
0043c28fd2dacaaa8b39a49b9d06dbee,rural
0044db2cb32594e5e3e8ba8401ddb3f9,rural
0045142ce3d878d17b9d16f797422a4d,suburban
0045c32c9e06d0b24b042c27694ea294,suburban
0045f077b6ab4c16dcdee14baede75d8,town
0046ff5cbdc2fe441a60669c01994ad9,urban
00490596086f5586c4d32cb939c8a77e,urban
00491cc10290a8befe715900a5fcaf45,rural
004a0360babc8d12a0a8977c6e8ed098,suburban
004c1bd9aebef5c4c32a0288bb9f961d,rural
004e00f37f98fcc375a058344e0c71b0,rural
004e1a47e4670142167b406ee5cb7325,urban
004e3c9d186ae0fc18a7199399684b15,rural
0051e535911662b337a32fa1605a6673,urban
0055106df1894e663c6637e57dddd694,unknown
0055150737697340db4156ee3813edb5,suburban
00577ad3bcaacc42bcbc712f2b857d97,town
0057a88739632e1ea4e11b17228d24b1,urban
00584635e36e738ac09073db6bf46537,urban
0059862631151cd960f49502cd5ed6ea,urban
005a35996ddac74815f549d2a79580ec,unknown
005a8caadfd9c364037b6cfbf95825c1,suburban
005cc63be348308f6f555c222b483db8,urban
005cf94a9a2ae0354b96caab7e6b7653,suburban
005d6d2a801bda4fb6c1cb8f00219405,suburban
005dba48fed63ef165ff466e63c2136b,rural
005ffb68a447dc5f0fc7b32c9f40d0e8,urban
0061c154ab7847d60205420784216bbf,rural
0062cc7f854563814303343b56a2f4de,rural
00635af6c99070f51239aa8f5fbb0298,rural
00646166e5485cf808fd89a249889865,rural
00658000f73552c3a8a63afa5554d066,rural
0065a6671f01d8fb80b6b579434b00a8,unknown
0066f9d0066c847c22f8b80c3a10ab22,urban
0067df6129a7e08dae53972bf6e47384,suburban
006812e454e2e71ebe129745676f5245,suburban
0068ea5debc746a0969a88692ec02d25,suburban
0068edf18656566c80f31552978ae5fc,rural
006960b6c63c002a199220cc4c928ef6,rural
006b68c3e8325189a0197957f4f1c990,rural
006cbb4c90a47796c4768ad799340615,unknown
006ee6620a6b7b275f8e09614fb6d38d,rural
006f7a85f0716748480157f467759710,town
0070f288a3ade24e4e26468be015b878,suburban
00719357b7b436d708e348c6caacbfba,suburban
007201fb726ed35eb0c84ecfa51aac3d,rural
0072a29e81c04cabea401331ccd58c95,suburban
0074e80530beeecbc28793266665f41d,urban
00754c0da604b1642e86d2c77aa2e492,unknown
00759d02e6679129db07f8b8969f55d9,unknown
0075a6b991d2dfea053be8d2339ed68f,rural
0076f7cf6918d9e2e3ff3c178f31fd41,urban
0077ad7a29691afe6c269b268172ae4a,urban
0078f784658824d1fc1be31ef073b0d6,suburban
00792efb8297b652a8830f1f5980bb4f,unknown
0079643d5a79ee7e6391a4ef42d49890,urban
0079c90330a79cd1ba77723283bf1034,urban
007f2d46618ce77277d645d98a4e22c3,suburban
0081f89531791d4101c9ad99521473c1,town
0082098810a0a3a91a6bcc3867a0d432,suburban
008458c1ce70a8d56954d8adb7cc00bf,rural
0088ea037973515b26fd49ccb4cec07f,unknown
008a741f042897f79737d3a39a569743,suburban
008d95f73e9881a01234edbc45c286be,rural
008e1633ce760483cc50966110d065b8,suburban
008e3836e3b4c793cacd7f0f465fbb28,urban
008f323f0ec8014174705154a9328a2d,rural
009159cce426aba375867e5d1f71fbad,suburban
0091eb8698e8073b5503c98dfe43ee6e,urban
00937d3670f396ee54f473e2a3507afc,town
00945e757b5065c2f6936307fb7db6d3,urban
0094c89fe2eea40c0c070582b36a4cfb,urban
0095443b687b397609a237674e52a309,suburban
0095947c955ed62b9eba0f10e14824e0,suburban
0095b620d638e5b176facf472582a717,urban
009790713e0402d6d320df736823a295,rural
009898f650389d53ac31ff3cfa320695,suburban
00990ce0a17f961acaa7c3d7316f955d,suburban
009b57a11c47e388c211ab833dd99488,urban
009b908fe221afa106466cdab2221c7f,urban
009b9afe3b39af33df8bdfc254bf661e,suburban
009b9b4713013c95da73ab47fd388a0c,suburban
009bdfadee2db33f9c482b0b7fc68442,suburban
009c64a3522f21e0c13a80166720954f,suburban
009fcfaed9be64b3dec190d194535e36,suburban
009fd2274ff61fdf56dad505cc95cd50,town
00a00d457825f3a29d659a1fbb8010e9,unknown
00a0ac6b76be46039f9f8813d3631b3e,urban
00a11e0b27e4a1bddf50cc147d363315,urban
00a184c7f34a77e5771b62773d1e969d,urban
00a1f968ca358008470e2a7b6d6d65f1,rural
00a21706f7451153b1a5ab6d23cbf2ae,urban
00a2e9abef1e544a0f3ca4ac835c5b48,rural
00a411c2a980dce113d6b2ac219bf78f,rural
00a43572868fc9102e515b894a6c705f,urban
00a464584e724cfc27ce053bd469a214,urban
00a6cd07968eb3b7067527325448fe8d,suburban
00a726f4dfb162077d779f4aca9974c1,suburban
00a7ba8cadfc3cdfce6247b228db4868,rural
00a87733f00e41aa080388020ba28ac0,suburban
00a91a15378bee5ec4674a3356ce5dd5,urban
00a9ea9f9284d80ef8048aaa586b2b6a,suburban
00aa297e7f53dceb052a7bd2fb460495,suburban
00ac4caaa84b2136095b82bf2e43960d,town
00ad273c3736598df89332872bec88bb,urban
00ad57a13e76aa0658043e1c0440399a,unknown
00ae6c9ae234b222501982071708e433,urban
00b1f6f7bb9e0ff11699e568f7101046,urban
00b33cab72567820cb43d9cbcb81977c,rural
00b34e98bb292aa4b703a98daf5d7c00,suburban
00b38c1fdb9060a25d3d93ab05cd327f,rural
00b5bb6f6e01efb25a55fde33d177983,suburban
00b6fac32aaa2e03573ca932cd81dbae,suburban
00b7689732245e49ee171d3462afac3b,urban
00b7af6ac1cdc7e9a7b4db65d605f4bf,suburban
00b8c776fc8b71ea5ddf82c9bf9003a1,urban
00b91c4374d181cf9194a3ee64935eca,suburban
00b95ebdd5d164422beb5939112becf2,urban
00b9a8cd24ec068aad9aaf91ac05bbbb,urban
00b9ae7439bd3feb8f0adb44aecbc64f,urban
00b9fe813121127c8e03438b6e437c61,suburban
00bdef7eaa3593c1875c87fc8445b922,rural
00bf9db8d836ad3bd307a0e277b4796a,suburban
00bfa792d81376eec58d892ec5de9f29,rural
00c00508dc8ccd165c32f971a1180e6d,urban
00c14051141752bfc8f9c614d8c35868,suburban
00c1efc021248b30ce453e980b2a3142,town
00c3158e0e5793b17199a4b5df7e499b,town
00c3effe9a476bbb065eeaf4c41c5202,urban
00c741010530c59b4cb3032ef876a21d,unknown
00c7fef063b85482ef13d08a8f8d3bc0,urban
00c813e9954dd5d33a7d96f14e8183ab,unknown
00c98ed96790b0552fc378eca5f36adc,suburban
00ca1f931f780c940740a219cf07e448,urban
00cb685bb4dddddd8303a0eb8fd7616b,suburban
00ce2866e5e0b23827e5f2364107dfe4,suburban
00cf256ffe702e58c413131376728baa,urban
00d0c111cdb9e44cfe14dc2c00cca677,urban
00d0f5df77e79cd366755dd7cab5598e,suburban
00d128cdcccc2778080faff3953f92bb,urban
00d153112cd30b40f1ada0cfe07453b1,rural
00d15758763c15f3b35fad00277674fa,urban
00d32c98d97da14402339f3354f0018a,urban
00d34ff315d0fd136a65258830ece190,suburban
00d3a7d80578c94b3e49ebbd5012e551,suburban
00d3f0b71127212177aee0d728ff2d34,suburban
00d42830febd5c7b5bae3801dbcfae1d,suburban
00d45307021635f4c2edbae2ebf001bb,suburban
00d4d88abeb690f48bc8dc6baefc6c9c,urban
00d695f9a46e585396482b4a840171c0,urban
00d6a18a4e814b9891aab5a99e3aba87,urban
00d6a23f8c366254912623543b820fa8,unknown
00d85caec6fb2d8cfea64c8319ede16f,suburban
00da673ff9ea08530d8e9aa338bf3f96,urban
00dacc05664802b535f3dc8342a3cacd,unknown
00dc054627a6bd88e26486218c288351,suburban
00dd7557b3f63e1c4bac3649b82be403,rural
00ddb773e61fddd1c62953d134c3a22d,suburban
00deda7a8962987b5c4cd1b6d71e9099,suburban
00df9e72ed7bfb1ad839eb3665b5084b,urban
00dfb62336aca50af39ede9bdbbf68ef,unknown
00e02f19501a46a391d94016cc051a8d,urban
00e118e435e20f6722f5b072d748dc89,suburban
00e28bffa7cfe103d8d9919465a62598,unknown
00e4049725c326234f1b44529235b71f,suburban
00e49f1c4282f945f3f70e8f2da71245,suburban
00e4d1f63efe58130cc54356c579207b,suburban
00e510dc7ddd29eea7fb48699f9c7c14,urban
00e6a3ceb36b4dd371e8c393720d9b44,urban
00e8987ecc9a8e353c695e83ebc87b1a,urban
00ea75fcf0ec6c20c1d73dfd6b289d62,rural
00eaf28ec79ef116625f332e4c5b47fc,urban
00eb2cfb091e43595f21660665c97900,suburban
00ec10d399e330b3603132b13d3c0766,urban
00ecbaf19d9451aeda8a742e9b535db1,unknown
00eddff9ee4f9edaa494dd8868906b54,rural
00eec8d8442e5ed1ef54b2411f059955,suburban
00f0e697deda09b1483a48cd226abe07,suburban
00f0e91a04feb97894ab2114c6418b3b,urban
00f29fbf920e07edf04036178dd088b3,town
00f348c5d366e34440cc008b25ed4cf6,urban
00f3c134f5312c7bedd1774657be7af5,suburban
00f456b24640faef19fe9a15da8bb468,urban
00f49563e973d9a1bc8a5c10966181ff,urban
00f7cb7d375b099fe57ced2b3edd0952,suburban
00fa155071734b07d4a8f3a0042ce6b4,suburban
00fa9b56f7c517fbb9abec478dbdf731,rural
00faa758b30daea3f4317c6ab6d761c0,suburban
00fb37032782bc4440875f5a8589a52f,rural
00fb660eca6fba3ff4860e820091b046,unknown
00fbf9ffb92f9028291a2622f61f382b,urban
00febd09fb24fdb2711d22c256524846,urban
01016a336e4d558a9f91900f362b7fe4,unknown
0101eeafb808bd9c3a1e79d03822ff2d,suburban
01038afee28c5ece49a6fd4a7a6871ab,suburban
010402558af762cb677666adf7ded046,suburban
01049c54147c8293f87c589897a1a054,unknown
010539e0f5908bf00d54f534ae2ca9f1,urban
0105b4eff46d80be26b08489ba173ac9,urban
01062e6c6a2f5dabf276cb9ee83d871a,urban
01063c5432a15b966590ad21663b9c7b,suburban
01064bd06f94098b8646e18a8a7230b5,urban
01068810a80c9c4d437f6e5ea57b296d,rural
010839ab1dc156a74210888ad15b6df4,urban
010870e045c67172b48209613ef3128d,urban
0108e121c65782191bb711f4597bc2cd,suburban
01091bd23fe57861db7c18743cb51513,rural
0109b5714ed7cf53e1a83fc944a08417,suburban
0109dfebc5a44315352cd3a32e92e3db,rural
010ddb5aa69f5afdd300b209300d8594,rural
010f37f4863d60ecc093cbad7b4c0038,rural
010fdd3d0e4f6da79430f039b52ed004,urban
01101b6af014e50b614ef483c50229c8,suburban
0113f99f631752c58a6e9564c5b99312,urban
01144b2845e85bd238cacf4a4efb87d3,unknown
0114749a87b2c054d4a9350fe06f9e1e,suburban
011531560cb08c4c78c5360c7984e39b,suburban
0116950e18f670480e8dfd05df87cbba,rural
0116bf6afc765c76b78dcf68a0a78ec8,suburban
01170140d1175560f3c53c47210e043d,unknown
0117697912c0f707e9d12761f2f9243b,urban
011772de8ef4159906fa58d36fa586f3,urban
01177452f8aabb92b3576053f839658f,town
0117aae9c697888c7bcf166bdf106e82,suburban
011809bc73b8cf4e2e645d66e9951f4f,suburban
0118a9857c874be87b315397f89e01d5,urban
011978d1189fffffa60ba0bdfbed2928,urban
011c5c39ca63d4e4320082c4788adf57,suburban
011f72f10d115986459de5015d2860a8,unknown
011fe0b656640cb2e86e027b12332d1a,town
012081d4f09ab6dd86673376e518f3b2,town
01210f82086f26562f686fcfc98f1c51,rural
01215b6a770aa6b0e9ea93d85d8c838b,urban
0124dcab0538a4e79ad6fe338d31b821,urban
0125a41865454743c7855c298a583f7c,urban
0125f124b3638a6892b8e8596db05037,rural
0125f66095c1f9c732acfc9fb1667958,urban
01261144e6b10cb2535a9a2b9e3a2703,rural
0126372c0ddd30b01a00033206faeab6,town
01271143ea8d10989e0e841e9559cd4e,unknown
012919f39e0aa42e8f2098469495213e,suburban
0129e949920d23a48f6aaf12bddd86a8,urban
012a1295bbc984a7160f652b68f5d2dc,suburban
012a4bf96ed037dfef3b05558de4f69e,urban
0130cb974309a52ac3f7db3a083d30e8,suburban
0130fdd04cc9a4117e69ee6ed06a3516,suburban
01321c9ae71ff4dea052765db429558d,rural
0132abc39d73edc6d08ef49d1df2fd72,suburban
0132c6107ece8a05fd5c3d8d9fe1ed7e,suburban
0133d4dc868a58605e9509622ef9df2a,town
0134360ab57991af535182001ed09c0f,suburban
0134e16ea1f163e7699abbb01fc12252,urban
013509407995b60618cd18d33f89a4d7,suburban
01351c72fe35a5c82c3be20f5b7ea711,suburban
013739f7a5b371372feb15a80b3ca48a,suburban
013894a6e65f681ca5b50cdbd370cd10,suburban
0138ea51cada15efb5787bf7b13c8216,suburban
0139577d861444316e89dd1bee2fd6ef,urban
013bda9567cfab63153a3b86fce62c47,urban
013bdd030be14a986c524f38e2ee8ecf,suburban
013c0f3cfb2ada130f98506b365ad0ac,urban
013cd3d039128c72c71bf27192ba19e5,urban
013d60e2c66af7420a12292c9da752d3,suburban
013dfc65bc70c4865abb69c2956c7e84,town
013e7f7f7e88b090254f9b4d8020b22a,urban
013ec20fa11ac6a23482ceb287da10d6,unknown
0140495c07034a449e7db3244f526e13,suburban
014177137bc98a2ab2a6fd3bd7a42d30,urban
0141b9185ee2a5ea671dcb5e908631a0,suburban
014219fd25851e2651fbedc7deb55ea0,rural
014280da54a40457cc6459be2add5768,urban
0143d001af1ed53064402ae7474d5854,town
01441d292e4c3b9211add9fdc716defb,urban
0145059be8f78c128d01782a25eb9222,suburban
01453c166efae5b02107d6456af91c56,rural
01460347a95b1f6077032a0d11e41a8a,suburban
01465eba51e9473c1ac37cf7a27fa0c7,urban
01474230081726fcc81b283f311c0d5f,urban
0148a00801379f6d1abcf0c83d4d03aa,rural
014940a0ac37b75970d24c2313b846ec,urban
01496efa8d205b2a22faa428386c9a5b,unknown
014a2fbdfd0c98ee68ab8260fb92d3fb,urban
014b1f2560557293501df27cc85c4d17,urban
014c62adca301364987dd4807a13275c,rural
014e00c90e10f746bedfa0c01c0d2038,suburban
014e539d755418de10deb376fd1f3375,urban
014e78c53d4df3ebb6ff13ece6fc8ed0,town
014e9f5d8d62d3cf04b21c5efff4dffd,suburban
014ef91bfcc72523816ab909ed2a5c40,urban
014f7f2b1961a7fb02190af5fcac8a20,urban
0150c8d6c783900f4778f46548f255d9,suburban
0151a3cdcb69ce0cf5cb049085881641,rural
0152d17a6335d4d6a16f8e90a1140a17,urban
0155530d669044e8afccd1edfd00e4ba,rural
015659251b13156d92f625c24c20f020,rural
015766e87dbcf97388e0fce9760ac69c,urban
015794d2cd8237062f03aa4ea2fd8c1f,suburban
0157d442e287932f7cf99974d6b3eba5,urban
01586a36235a499d0582286d445354b1,suburban
0158c97ef4e44b4e39afe5efc309e29e,urban
0159059ed0eb53207d8faa739e78007b,urban
0159970965948f400408dce5c521ae04,suburban
015a784f802f2275b2895ed20b9e09b7,suburban
015b25636c33eea580e950316a4548a1,town
015c048833b3522ee77118bdcf09d837,urban
015c6e366a3eaa23c0fdabb6176f94f1,rural
015dc3eadd6142e67067cae942615e39,urban
016049be6c141fc08fbb97b8ed90b40c,town
016091f6a4f07d23dd213d4b6ac7208b,unknown
01610165c2ed5d6b84671bfcf646f093,urban
01622bd37f3a76ceebc7a9f2bd16f095,unknown
016245e60e99be65ff6541119b201643,unknown
0163d83f82c02628e2bba29342b9ac82,suburban
016588b0aa8ee1c07f67b9c3e4dfaeac,suburban
016844e7553be55d67ce831dc28e5024,town
0168dd1bbe38c745be7d2c275b9cc12a,suburban
01690360e11895b3adfcf099980b888e,urban
016962889dea76f04c07de13e2b6baa1,town
0169ad2b48bde9bbb24f750ee1a09634,urban
0169f60ff1238204f67b2e3669746a97,rural
016aca7d32aac23181d47ecddc10fb17,suburban
016b922cae693065c38ccac29c5a41f6,suburban
016c07419f2c4041bac60fab365353d8,suburban
016fa4f21bdb940e2505e313cfb6975f,urban
0170b1a4ff8fadb524f4dbbe8c27fc66,rural
0170b4816130c8e33dccd386f02f5585,suburban
01726bdb4bb26e34d6621137d3821d39,rural
017291bdef94f6357090e3d283182fca,urban
0174d103fe620db6dfd59040575df0aa,town
01758be5e035738f13cf14266f1751d4,town
01764a2b6fee9006f8862feedf0a9d2e,suburban
01768191eb2ce16218cd3dcd1d9e4069,urban
0176967a57c972ab64304410b5cea008,urban
01772e3b2f192ea0504f35cd93f12b48,rural
0177e8a1d06efa6bab3dcb941b57b8e3,rural
01788b77f6fbc9ef44b42e5b5f2e37a3,urban
01796d6ce686e1ac78039d83be32253a,unknown
0179801c81e1de97402a49f14ec80b27,suburban
0179ad648336a11078f308a75ac3faa9,suburban
017b28807ad647d7c2b612f27421d8e6,urban
017bf6c355ad9d27ab31bc8ad4b458a4,suburban
017bf7a0529072e232f4b59cb8ba0266,urban
017e1448b8c8d4b1b992b0118f7502e6,suburban
017f29fd511a0fc8a058e7d699e6479e,urban
0180031c0446b084b067c933513a3255,rural
0180371e8e28c1b0cffcb11fc36494d1,suburban
01808329622e2f2e57b6488fb6f2870a,rural
0180ef35112da67281811b3b8f5b6535,urban
0181958b9102ed8dc6f05c553b4813c8,urban
0181b340559db2bc20e5562d8138c0b7,suburban
01820d78dcf5462aa25cfe093eb90a5e,rural
01836a4679e2ae12385a48a00fad9ddc,suburban
0184e9949635d28486b7d6c0e2b39a01,suburban
01851e2ad444e757fc06607be908fa24,urban
0185c416186e0435921432c59c419fe7,suburban
01894991eeb8fc7b30946ab02dcb24d6,urban
01896cabe49de0073910b75e91776ed8,suburban
0189c8a2561e2362f25a291e7b5af5a9,urban
018a73bf7dbf434b9f71fda85c9addd8,town
018ac0f26c8bd520b355c5245f5eeb6b,suburban
018b5c7aa8b91d135642f4495d0e9143,suburban
018cba6c544846c0aeae645c25e5b17b,urban
018cd9e4f4b67c668460e12cc4125691,unknown
018d14ddee1e98c2e24854bb67f7f3ff,suburban
018db529e61fd55148c0750bc2d087bc,urban
018e4533d883a97abcf52e9544d6da69,town
018e5a42f351c6155f5977f716d2950f,town
018ebc287e49d5e005d407f0d7298186,urban
0190ad13d0eb048d86f25203d7b8548e,suburban
019117b164ab928821e856d56fdc3d4f,unknown
01911fb15d74076c3441684db4286f96,town
0191933bcc1a08f64c58c8db1fbb2994,urban
0191d721788f8e5d5224bda0436a3970,suburban
01921802d4edcbe4152bfb3a911ca0d1,unknown
0192182a45e315724d9773352e355516,unknown
0193bca3f10c8e38f7ff56d542ad8801,suburban
019522d03ef92b8a8e176d89a9b40710,rural
0195439d3820e25f02bc03c8632a733f,suburban
0195f7edb95abcf7a2ea286f21dc3f57,rural
0195ffc008c4bfa83b91e2c51a211a0d,urban
0196808adbdb13444d46403497f1fc63,rural
0196e489bb5149baacc888e7957067c6,suburban
0196ef80d49a45c7c4055ee388d5e6e4,rural
0196fa754afb3a9dff57264ced02d292,suburban
0197e62a34703ef8b74a241d7132ce5a,suburban
0197e97233d69e40feab8ae66bfbc3ea,rural
01985170e5d071fb5c8d75d9b7647a5d,rural
019b386d3d14a7dc9144fc2bcaf5dc6c,rural
019bcfe8bc2844815cf192d3cefd6c99,urban
019c75cfb3bf474c307dc73d4a3af255,urban
019e347cde53f130196b3913b42dbc2a,town
019ebbb7dbdc503c3f9e1d3d9d1499db,town
01a20ad5d7d351dd595ce7c9f620c2dd,urban
01a23d4c300503ae6a475a617f3ad29a,unknown
01a363be04f109db4a7af6e400962dd3,suburban
01a43a06920d73be8ff4e088f5003782,suburban
01a4930994ea8339823379b8f8ce1fff,rural
01a62cb02eaf8bb49497b5a3f6798b6f,unknown
01a7374370c10f085352672a98940605,unknown
01a8c855ab77823cec10c185b1648201,suburban
01a8f874bc9c2f59b646c51b1a4be4f3,urban
01a9301da0c949e0757e6cb0add829b8,suburban
01aa516f78fd58694a8e162cb6e7a001,urban
01aaeb7fcb5888d78d25cc838785c92f,rural
01ac5fe549bba5d647ff3d8caea92b0b,suburban
01aea68843ccb439f958b780c7c7d7bf,town
01af0776bae9ad1d1c1bca4c306d9c40,suburban
01af49679bff7cc8d281b3c4bbfd6309,urban
01af59cfd5bf9c13af254eb2d5b4cf9b,unknown
01b018c9564d789fbcc779e7420b1642,urban
01b0271f454165248aada41ae54a0ec4,rural
01b0a1513f5e08c65c955dd025ca3eef,suburban
01b1a10941d9630e0b7c759c6a67d764,town
01b23b68cb6f8c920b61d5af3ecd5720,rural
01b2adc9d8caada5ecaa718fcaba0813,suburban
01b4688745cc59ea5d81702292f6dab3,urban
01b4a49bc0296629f007e135d8556f68,urban
01b6012dff805b56558239a572891b18,suburban
01b6e654bd0c877e41efe0055f6dc695,urban
01b83ca2548b436c905dd03d66e3d622,suburban
01b9aa8c7e850aa4a0aaa5c1ffa40947,suburban
01b9d323f0059fe29d2f9dedf2c5555e,rural
01ba903fbea37bc9853bc089f4dee062,suburban
01bac3ec7fa23b99eb5477082245c72a,urban
01bb3df819ca391504a1b28441b9fe94,urban
01bb3f5aab7155fe2c9dbeae5a2d211e,unknown
01bbe28defa5b250c34696b9b09b97cf,rural
01bc4872ce9e25c55375ee14022a519f,rural
01bc5bdd2ab577682114d001823c09b1,suburban
01bd806d3171be9d28f94aaf6d857792,town
01bd88e3b5a5a6d643f37d783d197206,urban
01be79b1829b3d92e495ce0327153093,urban
01bed7c3c607e2e31ab38c1af129862d,unknown
01bfe6f81b75a7f07d2665bd1401eb18,rural
01c0211188e81d9454bf8acf127ef161,rural
01c188f01ccd3b53e2bce35fdc95e237,urban
01c1ea1b78ac5367c9f5d8645367c705,rural
01c2ca09ecb07e274c6ba706b756679d,suburban
01c2fe16e67e4173b0a90e95a35a8acc,suburban
01c31349907522760ddc6060de21b5aa,urban
01c3594a7fc9f4b454b7463b1419b952,suburban
01c3e93f875eb3cadf48f20a4ed409f8,urban
01c5261fbb29e26f13d4c3066fd9c240,suburban
01c977c2cbaa876250adddd1ce5ffba2,rural
01ccb808920fece51180967a2f80ad03,suburban
01ce525ad5f354087b150a17262e0273,urban
01ce7a54796ee58dc68e8579e69db8b6,rural
01d103906838bc853860b5c410e5c5b9,suburban
01d160f985fef9396d7b68c6229b9e06,suburban
01d1de5a959cd1e293f3b1b1c45cc3cf,suburban
01d2df93bf1819432c80a213c01ec278,rural
01d4a0e6ba6eb7013ce1c9341c90bee8,unknown
01d75d1104040b14bc04d629ca0476b6,urban
01d7ef82b9a3638b02701dda1dd98564,unknown
01d861c0e7845d375cb13cd7ba985eb4,urban
01d921aacb2ad29edb374470732dcce4,rural
01d98346cf6f0a15bbe24064dfddd883,suburban
01d9fa46f662cec50bd97a912835cb54,town
01dafadeba3415e877a9c6804530ef2c,town
01df0452adf34519ff54a9799faa6d29,suburban
01e021f3ad586e57e8aabd87ecbc6186,town
01e05f37888e532ea4945f490b7967c5,suburban
01e11b4aa1226b6b1a5edac6a45455a2,suburban
01e1c0dc80012f48a63f3464488f60c5,rural
01e2fc86ba0943399b00bd4a940e7ac6,rural
01e4d1c528edec23d889ddc6427ab109,rural
01e5faca854835ba2b64cc4760d146e7,urban
01e77a15c74dd2f47e8249d28e18bab2,rural
01e7b962827de103fbb6ac7474103af9,rural
01e88337a86a50cc91043760017cd881,town
01e8ed689ec345e2869adb4c3053b344,rural
01e9b62d6a85ba7c5a3d734ffbbdfe2a,urban
01ea1eff5cec24fa7d479fc4a2d60ef1,urban
01eaa6aa6574f9a0d14862039ddf3790,suburban
01eafa063438728070b997ff9e66f117,unknown
01eb9092fd45d0c10866fcfce3279a53,suburban
01ebfefa4551d7383674ceec953cd521,urban
